지방청,표지,일시,풍향,유향,파향,기온,수온,시정,풍속,유속,파고,기압,습도,염분
부산청,송정리등표,2019-03-04 09:13,32.0,,,10.0,,,6.78,,,1009.5,52.0,
부산청,남형제도등표,2019-03-04 09:13,247.0,,,10.4,,,6.48,,,1008.2,61.0,
부산청,부산항유도등부표(랜비),2019-03-04 09:14,46.0,,,10.1,15.1,,5.0,,,1010.4,57.0,17.0
부산청,가덕도등대,2019-03-04 09:14,296.0,,,9.5,,,2.3,,,1000.4,56.0,
부산청,오륙도등대,2019-03-04 09:14,8.0,,,10.5,,,1.8,,,1005.5,54.0,
부산청,부산항신항중앙C호등부표,2019-03-04 09:14,134.0,,,10.7,11.3,,1.4,,,1010.9,59.0,16.0
부산청,목도등대(나무섬등대),2019-03-04 09:14,344.0,,,9.6,,,6.99,,,1003.0,61.0,
부산청,감천항유도등부표(랜비),2019-03-04 09:14,81.0,,,9.8,13.8,,45.0,,,1010.4,53.0,18.0
부산청,부산항신항소형선부두등대,2019-03-04 09:18,,,,,,20.0,,,,,,
부산청,남항동방파제등대,2019-03-04 09:18,343.0,,,10.7,,,3.8,,,1009.6,58.0,
부산청,부산항신항다목적부두,2019-03-04 09:18,,,,,,20.0,,,,,,
부산청,송정리등표,2019-03-04 09:19,34.0,,,10.7,,,6.68,,,1009.7,51.0,
부산청,오륙도등대,2019-03-04 09:23,7.0,,,10.8,,,1.7,,,1005.4,53.0,
부산청,감천항유도등부표(랜비),2019-03-04 09:23,79.0,,,9.8,13.8,,50.9,,,1010.4,53.0,18.0
부산청,부산항신항중앙C호등부표,2019-03-04 09:23,145.0,,,10.9,11.3,,2.2,,,1010.9,59.0,17.0
부산청,목도등대(나무섬등대),2019-03-04 09:23,340.0,,,9.6,,,6.58,,,1003.1,59.0,
부산청,가덕도등대,2019-03-04 09:23,301.0,,,8.9,,,4.1,,,1000.4,55.0,
부산청,부산항유도등부표(랜비),2019-03-04 09:23,31.0,,,9.3,15.1,,4.8,,,1010.4,55.0,17.0
부산청,남항동방파제등대,2019-03-04 09:24,337.0,,,9.7,,,5.1,,,1009.7,57.0,
부산청,부산항신항다목적부두,2019-03-04 09:24,,,,,,20.0,,,,,,
부산청,부산항신항소형선부두등대,2019-03-04 09:24,,,,,,16.7,,,,,,
부산청,송정리등표,2019-03-04 09:28,38.0,,,10.0,,,6.99,,,1009.8,51.0,
부산청,남형제도등표,2019-03-04 09:28,246.0,,,10.5,,,8.89,,,1008.2,60.0,
부산청,부산항유도등부표(랜비),2019-03-04 09:29,35.0,,,10.5,15.1,,52.9,,,1010.4,58.0,17.0
부산청,가덕도등대,2019-03-04 09:29,298.0,,,8.9,,,4.3,,,1000.5,52.0,
부산청,부산항신항중앙C호등부표,2019-03-04 09:29,162.0,,,10.1,11.3,,2.0,,,1011.0,55.0,17.0
부산청,감천항유도등부표(랜비),2019-03-04 09:29,89.0,,,9.7,13.8,,43.0,,,1010.5,52.0,18.0
부산청,목도등대(나무섬등대),2019-03-04 09:29,340.0,,,9.5,,,6.68,,,1003.1,59.0,
부산청,오륙도등대,2019-03-04 09:29,323.0,,,10.9,,,1.7,,,1005.5,52.0,
부산청,남항동방파제등대,2019-03-04 09:33,340.0,,,10.6,,,4.8,,,1009.7,57.0,
부산청,부산항신항다목적부두,2019-03-04 09:33,,,,,,20.0,,,,,,
부산청,부산항신항소형선부두등대,2019-03-04 09:33,,,,,,20.0,,,,,,
부산청,송정리등표,2019-03-04 09:34,32.0,,,10.8,,,7.4,,,1009.7,53.0,
부산청,부산항유도등부표(랜비),2019-03-04 09:38,36.0,,,9.6,15.1,,57.0,,,1010.5,55.0,17.0
부산청,오륙도등대,2019-03-04 09:38,16.0,,,11.0,,,1.7,,,1005.6,51.0,
부산청,감천항유도등부표(랜비),2019-03-04 09:38,88.0,,,10.1,13.8,,52.0,,,1010.7,52.0,18.0
부산청,부산항신항중앙C호등부표,2019-03-04 09:38,149.0,,,10.6,11.5,,2.6,,,1011.1,56.0,17.0
부산청,목도등대(나무섬등대),2019-03-04 09:38,340.0,,,9.6,,,6.12,,,1003.3,60.0,
부산청,가덕도등대,2019-03-04 09:38,310.0,,,9.2,,,3.0,,,1000.7,51.0,
부산청,부산항신항소형선부두등대,2019-03-04 09:39,,,,,,20.0,,,,,,
부산청,남항동방파제등대,2019-03-04 09:39,334.0,,,9.8,,,7.81,,,1009.6,56.0,
부산청,부산항신항다목적부두,2019-03-04 09:39,,,,,,20.0,,,,,,
부산청,송정리등표,2019-03-04 09:43,33.0,,,10.3,,,5.91,,,1009.9,52.0,
부산청,오륙도등대,2019-03-04 09:44,18.0,,,10.9,,,0.51,,,1005.6,50.0,
부산청,감천항유도등부표(랜비),2019-03-04 09:44,98.0,,,10.3,13.8,,48.9,,,1010.7,53.0,18.0
부산청,부산항신항중앙C호등부표,2019-03-04 09:44,130.0,,,11.7,11.4,,2.8,,,1011.1,55.0,17.0
부산청,목도등대(나무섬등대),2019-03-04 09:44,337.0,,,9.8,,,6.48,,,1003.3,60.0,
부산청,가덕도등대,2019-03-04 09:44,301.0,,,9.7,,,3.7,,,1000.6,52.0,
부산청,부산항유도등부표(랜비),2019-03-04 09:44,20.0,,,9.7,15.1,,4.8,,,1010.6,52.0,17.0
부산청,남항동방파제등대,2019-03-04 09:48,334.0,,,10.5,,,5.71,,,1009.9,57.0,
부산청,부산항신항다목적부두,2019-03-04 09:48,,,,,,20.0,,,,,,
부산청,부산항신항소형선부두등대,2019-03-04 09:48,,,,,,18.0,,,,,,
부산청,송정리등표,2019-03-04 09:49,43.0,,,11.0,,,8.28,,,1009.8,53.0,
부산청,가덕도등대,2019-03-04 09:53,302.0,,,9.6,,,3.4,,,1000.7,53.0,
부산청,목도등대(나무섬등대),2019-03-04 09:53,343.0,,,9.9,,,6.48,,,1003.4,60.0,
부산청,부산항유도등부표(랜비),2019-03-04 09:53,42.0,,,9.7,15.1,,40.0,,,1062.7,51.0,17.0
부산청,감천항유도등부표(랜비),2019-03-04 09:53,88.0,,,10.1,13.8,,50.9,,,1010.8,51.0,18.0
부산청,오륙도등대,2019-03-04 09:53,346.0,,,10.9,,,0.62,,,1005.7,50.0,
부산청,부산항신항중앙C호등부표,2019-03-04 09:53,144.0,,,12.2,11.5,,3.3,,,1011.1,56.0,17.0
부산청,남항동방파제등대,2019-03-04 09:54,329.0,,,9.7,,,6.22,,,1009.9,55.0,
부산청,부산항신항다목적부두,2019-03-04 09:54,,,,,,20.0,,,,,,
부산청,부산항신항소형선부두등대,2019-03-04 09:54,,,,,,20.0,,,,,,
부산청,송정리등표,2019-03-04 09:58,23.0,,,11.0,,,5.91,,,1009.9,52.0,
부산청,남형제도등표,2019-03-04 09:58,246.0,,,10.6,,,8.02,,,1008.5,60.0,
부산청,부산항유도등부표(랜비),2019-03-04 09:59,31.0,,,10.2,15.1,,5.6,,,1062.7,52.0,17.0
부산청,가덕도등대,2019-03-04 09:59,301.0,,,9.4,,,2.2,,,1000.7,51.0,
부산청,부산항신항중앙C호등부표,2019-03-04 09:59,117.0,,,12.0,11.6,,3.1,,,1011.1,55.0,17.0
부산청,감천항유도등부표(랜비),2019-03-04 09:59,88.0,,,10.4,13.8,,59.0,,,1010.8,51.0,18.0
부산청,오륙도등대,2019-03-04 09:59,350.0,,,10.9,,,1.5,,,1005.7,50.0,
부산청,목도등대(나무섬등대),2019-03-04 09:59,349.0,,,10.1,,,6.37,,,1003.5,56.0,
부산청,남항동방파제등대,2019-03-04 10:03,348.0,,,10.4,,,4.4,,,1009.9,57.0,
부산청,부산항신항다목적부두,2019-03-04 10:03,,,,,,15.2,,,,,,
부산청,부산항신항소형선부두등대,2019-03-04 10:03,,,,,,20.0,,,,,,
부산청,송정리등표,2019-03-04 10:04,29.0,,,11.2,,,6.22,,,1009.9,51.0,
부산청,목도등대(나무섬등대),2019-03-04 10:08,347.0,,,10.2,,,6.58,,,1003.3,58.0,
부산청,부산항유도등부표(랜비),2019-03-04 10:08,23.0,,,9.6,15.1,,4.6,,,1010.8,53.0,17.0
부산청,감천항유도등부표(랜비),2019-03-04 10:08,87.0,,,10.5,13.8,,3.9,,,1010.9,51.0,18.0
부산청,부산항신항중앙C호등부표,2019-03-04 10:08,162.0,,,11.2,11.6,,3.2,,,1011.2,53.0,17.0
부산청,가덕도등대,2019-03-04 10:08,301.0,,,10.1,,,3.5,,,1000.7,52.0,
부산청,오륙도등대,2019-03-04 10:08,21.0,,,11.1,,,2.0,,,1005.6,47.0,
부산청,남항동방파제등대,2019-03-04 10:09,5.0,,,10.7,,,3.3,,,1010.0,55.0,
부산청,부산항신항다목적부두,2019-03-04 10:09,,,,,,20.0,,,,,,
부산청,부산항신항소형선부두등대,2019-03-04 10:09,,,,,,8.7,,,,,,
부산청,송정리등표,2019-03-04 10:13,36.0,,,11.0,,,4.5,,,1010.2,52.0,
부산청,오륙도등대,2019-03-04 10:14,2.0,,,11.2,,,1.4,,,1005.8,46.0,
부산청,감천항유도등부표(랜비),2019-03-04 10:14,105.0,,,10.6,13.9,,35.0,,,1010.9,52.0,18.0
부산청,부산항신항중앙C호등부표,2019-03-04 10:14,132.0,,,11.4,11.4,,3.1,,,1011.2,54.0,17.0
부산청,목도등대(나무섬등대),2019-03-04 10:14,350.0,,,10.3,,,6.01,,,1003.6,58.0,
부산청,가덕도등대,2019-03-04 10:14,301.0,,,10.6,,,0.98,,,1000.8,48.0,
부산청,부산항유도등부표(랜비),2019-03-04 10:14,41.0,,,10.7,15.1,,4.9,,,1010.9,53.0,17.0
부산청,남항동방파제등대,2019-03-04 10:18,344.0,,,11.2,,,3.3,,,1010.0,47.0,
부산청,부산항신항다목적부두,2019-03-04 10:18,,,,,,20.0,,,,,,
부산청,부산항신항소형선부두등대,2019-03-04 10:18,,,,,,20.0,,,,,,
부산청,송정리등표,2019-03-04 10:19,42.0,,,10.5,,,5.1,,,1010.2,50.0,
부산청,부산항신항소형선부두등대,2019-03-04 10:24,,,,,,20.0,,,,,,
부산청,부산항신항다목적부두,2019-03-04 10:24,,,,,,17.8,,,,,,
부산청,남항동방파제등대,2019-03-04 10:24,21.0,,,11.8,,,4.2,,,1010.0,45.0,
부산청,송정리등표,2019-03-04 10:28,41.0,,,11.0,,,5.19,,,1010.3,51.0,
부산청,남형제도등표,2019-03-04 10:28,244.0,,,10.9,,,9.1,,,1008.9,58.0,
부산청,오륙도등대,2019-03-04 10:29,164.0,,,11.4,,,0.82,,,1005.8,46.0,
부산청,감천항유도등부표(랜비),2019-03-04 10:29,103.0,,,10.9,13.9,,34.0,,,1011.0,49.0,18.0
부산청,부산항신항중앙C호등부표,2019-03-04 10:29,149.0,,,11.6,11.5,,2.7,,,1011.3,51.0,17.0
부산청,목도등대(나무섬등대),2019-03-04 10:29,341.0,,,10.3,,,5.71,,,1003.7,57.0,
부산청,가덕도등대,2019-03-04 10:29,227.0,,,10.6,,,0.4,,,1000.9,46.0,
부산청,부산항유도등부표(랜비),2019-03-04 10:29,28.0,,,9.9,15.0,,5.0,,,1011.0,51.0,17.0
부산청,남항동방파제등대,2019-03-04 10:33,17.0,,,11.6,,,2.7,,,1010.1,46.0,
부산청,부산항신항다목적부두,2019-03-04 10:33,,,,,,13.1,,,,,,
부산청,부산항신항소형선부두등대,2019-03-04 10:33,,,,,,20.0,,,,,,
부산청,송정리등표,2019-03-04 10:34,50.0,,,10.7,,,7.61,,,1010.2,51.0,
부산청,남형제도등표,2019-03-04 10:34,246.0,,,10.9,,,8.38,,,1008.8,57.0,
부산청,목도등대(나무섬등대),2019-03-04 10:38,344.0,,,10.4,,,4.9,,,1003.8,56.0,
부산청,부산항유도등부표(랜비),2019-03-04 10:38,46.0,,,10.6,15.0,,4.4,,,1062.8,52.0,17.0
부산청,감천항유도등부표(랜비),2019-03-04 10:38,94.0,,,10.8,13.9,,2.7,,,1011.1,48.0,18.0
부산청,부산항신항중앙C호등부표,2019-03-04 10:38,161.0,,,11.5,11.5,,2.9,,,1011.2,54.0,17.0
부산청,가덕도등대,2019-03-04 10:38,33.0,,,9.6,,,4.5,,,1000.9,45.0,
부산청,오륙도등대,2019-03-04 10:38,181.0,,,11.6,,,1.4,,,1006.0,45.0,
부산청,남항동방파제등대,2019-03-04 10:39,10.0,,,11.6,,,4.7,,,1010.0,46.0,
부산청,부산항신항다목적부두,2019-03-04 10:39,,,,,,19.3,,,,,,
부산청,부산항신항소형선부두등대,2019-03-04 10:39,,,,,,20.0,,,,,,
부산청,송정리등표,2019-03-04 10:43,38.0,,,11.0,,,7.2,,,1010.3,50.0,
부산청,남형제도등표,2019-03-04 10:43,245.0,,,11.0,,,6.48,,,1008.9,60.0,
부산청,부산항유도등부표(랜비),2019-03-04 10:44,46.0,,,10.9,15.0,,3.9,,,1011.1,50.0,17.0
부산청,목도등대(나무섬등대),2019-03-04 10:44,338.0,,,10.5,,,5.1,,,1003.8,56.0,
부산청,가덕도등대,2019-03-04 10:44,39.0,,,9.5,,,4.9,,,1000.8,46.0,
부산청,감천항유도등부표(랜비),2019-03-04 10:44,85.0,,,11.2,13.9,,25.0,,,1011.0,49.0,18.0
부산청,오륙도등대,2019-03-04 10:44,205.0,,,11.7,,,0.4,,,1006.0,46.0,
부산청,부산항신항중앙C호등부표,2019-03-04 10:44,158.0,,,12.2,11.5,,2.8,,,1011.2,49.0,16.0
부산청,남항동방파제등대,2019-03-04 10:48,33.0,,,11.9,,,4.8,,,1010.0,44.0,
부산청,부산항신항다목적부두,2019-03-04 10:48,,,,,,20.0,,,,,,
부산청,부산항신항소형선부두등대,2019-03-04 10:48,,,,,,20.0,,,,,,
부산청,송정리등표,2019-03-04 10:49,48.0,,,10.3,,,7.2,,,1010.2,50.0,
부산청,남형제도등표,2019-03-04 10:49,254.0,,,10.9,,,6.48,,,1008.7,56.0,
부산청,부산항유도등부표(랜비),2019-03-04 10:53,,,,,,,,,,,,
부산청,가덕도등대,2019-03-04 10:53,,,,,,,,,,,,
부산청,감천항유도등부표(랜비),2019-03-04 10:53,,,,,,,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-04 10:53,,,,,,,,,,,,
부산청,목도등대(나무섬등대),2019-03-04 10:53,,,,,,,,,,,,
부산청,오륙도등대,2019-03-04 10:53,,,,,,,,,,,,
부산청,남항동방파제등대,2019-03-04 10:54,22.0,,,11.8,,,5.81,,,1010.1,43.0,
부산청,부산항신항다목적부두,2019-03-04 10:54,,,,,,14.3,,,,,,
부산청,부산항신항소형선부두등대,2019-03-04 10:54,,,,,,18.3,,,,,,
부산청,송정리등표,2019-03-04 10:58,52.0,,,11.1,,,8.38,,,1010.2,53.0,
부산청,오륙도등대,2019-03-04 10:59,63.0,,,11.8,,,4.5,,,1005.9,48.0,
부산청,감천항유도등부표(랜비),2019-03-04 10:59,116.0,,,11.5,13.9,,2.1,,,1062.7,47.0,18.0
부산청,부산항신항중앙C호등부표,2019-03-04 10:59,156.0,,,12.0,11.6,,2.8,,,1011.2,50.0,17.0
부산청,목도등대(나무섬등대),2019-03-04 10:59,6.0,,,10.8,,,4.2,,,1003.7,55.0,
부산청,가덕도등대,2019-03-04 10:59,34.0,,,10.2,,,5.0,,,1000.8,48.0,
부산청,부산항유도등부표(랜비),2019-03-04 10:59,23.0,,,11.1,14.2,,36.0,,,1011.0,50.0,17.0
부산청,부산항신항소형선부두등대,2019-03-04 11:03,,,,,,20.0,,,,,,
부산청,남항동방파제등대,2019-03-04 11:03,41.0,,,11.9,,,3.3,,,1010.0,43.0,
부산청,부산항신항다목적부두,2019-03-04 11:03,,,,,,20.0,,,,,,
부산청,송정리등표,2019-03-04 11:04,48.0,,,10.4,,,7.92,,,1010.3,51.0,
부산청,남형제도등표,2019-03-04 11:04,255.0,,,11.0,,,2.8,,,1008.8,57.0,
부산청,부산항유도등부표(랜비),2019-03-04 11:08,97.0,,,11.3,14.1,,54.9,,,1062.8,58.0,17.0
부산청,가덕도등대,2019-03-04 11:08,37.0,,,10.3,,,3.8,,,1000.8,49.0,
부산청,오륙도등대,2019-03-04 11:08,57.0,,,11.4,,,4.8,,,1005.9,48.0,
부산청,부산항신항중앙C호등부표,2019-03-04 11:08,89.0,,,12.6,11.7,,1.7,,,1011.2,51.0,17.0
부산청,감천항유도등부표(랜비),2019-03-04 11:08,70.0,,,11.8,13.9,,1.7,,,1010.9,44.0,18.0
부산청,목도등대(나무섬등대),2019-03-04 11:08,345.0,,,10.9,,,4.3,,,1003.9,53.0,
부산청,남항동방파제등대,2019-03-04 11:09,12.0,,,11.9,,,5.19,,,1010.0,41.0,
부산청,부산항신항다목적부두,2019-03-04 11:09,,,,,,11.9,,,,,,
부산청,부산항신항소형선부두등대,2019-03-04 11:09,,,,,,20.0,,,,,,
부산청,송정리등표,2019-03-04 11:13,48.0,,,10.9,,,6.99,,,1010.2,50.0,
부산청,오륙도등대,2019-03-04 11:14,57.0,,,11.6,,,6.01,,,1006.0,49.0,
부산청,감천항유도등부표(랜비),2019-03-04 11:14,216.0,,,11.8,13.9,,23.0,,,1062.7,42.0,18.0
부산청,부산항신항중앙C호등부표,2019-03-04 11:14,88.0,,,12.6,11.7,,1.8,,,1011.1,49.0,17.0
부산청,목도등대(나무섬등대),2019-03-04 11:14,342.0,,,11.0,,,3.9,,,1003.8,50.0,
부산청,가덕도등대,2019-03-04 11:14,37.0,,,9.7,,,5.29,,,1000.8,46.0,
부산청,부산항유도등부표(랜비),2019-03-04 11:14,99.0,,,11.0,14.1,,,,,1011.0,54.0,17.0
부산청,부산항신항소형선부두등대,2019-03-04 11:18,,,,,,19.3,,,,,,
부산청,남항동방파제등대,2019-03-04 11:18,24.0,,,12.1,,,4.8,,,1010.1,43.0,
부산청,부산항신항다목적부두,2019-03-04 11:18,,,,,,20.0,,,,,,
부산청,송정리등표,2019-03-04 11:19,64.0,,,10.5,,,7.81,,,1010.2,52.0,
부산청,오륙도등대,2019-03-04 11:23,69.0,,,11.3,,,9.41,,,1005.6,52.0,
부산청,감천항유도등부표(랜비),2019-03-04 11:23,153.0,,,11.6,14.0,,3.0,,,1011.0,41.0,18.0
부산청,부산항신항중앙C호등부표,2019-03-04 11:23,80.0,,,13.5,11.7,,1.7,,,1011.2,51.0,17.0
부산청,목도등대(나무섬등대),2019-03-04 11:23,349.0,,,11.3,,,2.3,,,1003.9,50.0,
부산청,가덕도등대,2019-03-04 11:23,37.0,,,10.6,,,4.7,,,1000.8,44.0,
부산청,부산항유도등부표(랜비),2019-03-04 11:23,94.0,,,10.0,14.1,,,,,1062.8,53.0,17.0
부산청,부산항신항소형선부두등대,2019-03-04 11:24,,,,,,20.0,,,,,,
부산청,부산항신항다목적부두,2019-03-04 11:24,,,,,,20.0,,,,,,
부산청,남항동방파제등대,2019-03-04 11:24,29.0,,,12.0,,,3.6,,,1010.1,44.0,
부산청,송정리등표,2019-03-04 11:28,57.0,,,11.1,,,6.68,,,1010.2,51.0,
부산청,오륙도등대,2019-03-04 11:29,70.0,,,11.2,,,8.28,,,1005.8,51.0,
부산청,감천항유도등부표(랜비),2019-03-04 11:29,197.0,,,11.6,14.0,,40.0,,,1010.9,40.0,18.0
부산청,부산항신항중앙C호등부표,2019-03-04 11:29,66.0,,,12.5,11.8,,3.5,,,1011.2,50.0,17.0
부산청,목도등대(나무섬등대),2019-03-04 11:29,5.0,,,11.3,,,2.5,,,1003.9,50.0,
부산청,가덕도등대,2019-03-04 11:29,41.0,,,10.8,,,2.1,,,1000.9,44.0,
부산청,부산항유도등부표(랜비),2019-03-04 11:29,110.0,,,10.7,14.1,,,,,1062.8,56.0,17.0
부산청,부산항신항소형선부두등대,2019-03-04 11:33,,,,,,18.5,,,,,,
부산청,부산항신항다목적부두,2019-03-04 11:33,,,,,,20.0,,,,,,
부산청,남항동방파제등대,2019-03-04 11:33,30.0,,,12.2,,,4.0,,,1010.0,43.0,
부산청,송정리등표,2019-03-04 11:34,62.0,,,10.4,,,6.27,,,1010.2,53.0,
부산청,남형제도등표,2019-03-04 11:34,248.0,,,11.4,,,5.6,,,1008.9,56.0,
부산청,오륙도등대,2019-03-04 11:38,73.0,,,11.2,,,9.51,,,1005.7,49.0,
부산청,감천항유도등부표(랜비),2019-03-04 11:38,204.0,,,11.8,0.0,,4.9,,,1010.9,39.0,0.0
부산청,부산항신항중앙C호등부표,2019-03-04 11:38,94.0,,,13.1,11.7,,2.6,,,1011.2,55.0,17.0
부산청,목도등대(나무섬등대),2019-03-04 11:38,38.0,,,11.7,,,3.5,,,1003.9,41.0,
부산청,가덕도등대,2019-03-04 11:38,248.0,,,11.4,,,1.1,,,1001.0,43.0,
부산청,부산항유도등부표(랜비),2019-03-04 11:38,96.0,,,10.8,14.1,,6.58,,,1010.9,56.0,17.0
부산청,남항동방파제등대,2019-03-04 11:39,41.0,,,12.5,,,4.2,,,1010.0,42.0,
부산청,부산항신항다목적부두,2019-03-04 11:39,,,,,,20.0,,,,,,
부산청,부산항신항소형선부두등대,2019-03-04 11:39,,,,,,20.0,,,,,,
부산청,송정리등표,2019-03-04 11:43,63.0,,,11.2,,,8.38,,,1010.2,55.0,
부산청,가덕도등대,2019-03-04 11:44,249.0,,,10.6,,,2.5,,,1001.0,49.0,
부산청,목도등대(나무섬등대),2019-03-04 11:44,68.0,,,11.6,,,3.4,,,1003.9,42.0,
부산청,부산항유도등부표(랜비),2019-03-04 11:44,94.0,,,9.9,14.7,,7.5,,,1011.0,55.0,17.0
부산청,감천항유도등부표(랜비),2019-03-04 11:44,199.0,,,11.9,14.0,,37.0,,,1062.7,41.0,18.0
부산청,오륙도등대,2019-03-04 11:44,77.0,,,11.2,,,9.61,,,1005.6,52.0,
부산청,부산항신항중앙C호등부표,2019-03-04 11:44,80.0,,,13.1,11.7,,2.7,,,1011.2,54.0,16.0
부산청,남항동방파제등대,2019-03-04 11:48,3.0,,,12.4,,,2.5,,,1010.1,42.0,
부산청,부산항신항다목적부두,2019-03-04 11:48,,,,,,20.0,,,,,,
부산청,부산항신항소형선부두등대,2019-03-04 11:48,,,,,,16.1,,,,,,
부산청,송정리등표,2019-03-04 11:49,62.0,,,10.5,,,7.3,,,1010.1,51.0,
부산청,남형제도등표,2019-03-04 11:49,261.0,,,11.5,,,3.3,,,1009.0,53.0,
부산청,부산항유도등부표(랜비),2019-03-04 11:53,112.0,,,10.9,15.0,,,,,1011.1,54.0,17.0
부산청,가덕도등대,2019-03-04 11:53,252.0,,,10.1,,,3.4,,,1001.0,51.0,
부산청,부산항신항중앙C호등부표,2019-03-04 11:53,77.0,,,12.2,11.7,,2.1,,,1011.2,53.0,17.0
부산청,감천항유도등부표(랜비),2019-03-04 11:53,201.0,,,12.0,14.0,,54.9,,,1011.0,39.0,18.0
부산청,오륙도등대,2019-03-04 11:53,77.0,,,11.2,,,8.79,,,1005.8,53.0,
부산청,목도등대(나무섬등대),2019-03-04 11:53,69.0,,,12.6,,,2.2,,,1003.9,44.0,
부산청,남항동방파제등대,2019-03-04 11:54,,,,,,,,,,,,
부산청,부산항신항다목적부두,2019-03-04 11:54,,,,,,,,,,,,
부산청,부산항신항소형선부두등대,2019-03-04 11:54,,,,,,,,,,,,
부산청,송정리등표,2019-03-04 11:58,64.0,,,11.2,,,9.0,,,1010.1,51.0,
부산청,부산항유도등부표(랜비),2019-03-04 11:59,107.0,,,10.0,14.9,,7.71,,,1010.9,56.0,17.0
부산청,가덕도등대,2019-03-04 11:59,255.0,,,9.5,,,4.1,,,1000.9,50.0,
부산청,감천항유도등부표(랜비),2019-03-04 11:59,201.0,,,11.7,14.0,,48.0,,,1062.7,37.0,18.0
부산청,부산항신항중앙C호등부표,2019-03-04 11:59,69.0,,,13.2,11.8,,3.1,,,1011.2,51.0,17.0
부산청,목도등대(나무섬등대),2019-03-04 11:59,79.0,,,11.8,,,3.9,,,1003.8,49.0,
부산청,오륙도등대,2019-03-04 11:59,73.0,,,11.2,,,9.2,,,1005.7,55.0,
부산청,남항동방파제등대,2019-03-04 12:03,82.0,,,12.3,,,2.0,,,1010.0,39.0,
부산청,부산항신항다목적부두,2019-03-04 12:03,,,,,,20.0,,,,,,
부산청,부산항신항소형선부두등대,2019-03-04 12:03,,,,,,20.0,,,,,,
부산청,송정리등표,2019-03-04 12:04,65.0,,,10.6,,,10.1,,,1009.8,50.0,
부산청,남형제도등표,2019-03-04 12:04,284.0,,,11.7,,,1.6,,,1009.0,52.0,
부산청,부산항유도등부표(랜비),2019-03-04 12:08,109.0,,,10.9,15.0,,,,,1011.0,60.0,17.0
부산청,가덕도등대,2019-03-04 12:08,251.0,,,10.2,,,4.2,,,1000.9,51.0,
부산청,목도등대(나무섬등대),2019-03-04 12:08,82.0,,,12.1,,,2.7,,,1004.0,51.0,
부산청,감천항유도등부표(랜비),2019-03-04 12:08,207.0,,,12.1,14.0,,4.6,,,1010.9,40.0,18.0
부산청,오륙도등대,2019-03-04 12:08,72.0,,,11.2,,,8.17,,,1005.7,53.0,
부산청,부산항신항중앙C호등부표,2019-03-04 12:08,69.0,,,13.0,11.9,,2.5,,,1011.2,48.0,16.0
부산청,남항동방파제등대,2019-03-04 12:09,86.0,,,12.1,,,1.8,,,1009.9,39.0,
부산청,부산항신항다목적부두,2019-03-04 12:09,,,,,,20.0,,,,,,
부산청,부산항신항소형선부두등대,2019-03-04 12:09,,,,,,20.0,,,,,,
부산청,송정리등표,2019-03-04 12:13,64.0,,,11.3,,,10.4,,,1009.8,56.0,
부산청,부산항유도등부표(랜비),2019-03-04 12:14,116.0,,,11.1,15.1,,,,,1010.9,55.0,17.0
부산청,가덕도등대,2019-03-04 12:14,251.0,,,10.3,,,4.0,,,1000.9,48.0,
부산청,감천항유도등부표(랜비),2019-03-04 12:14,227.0,,,11.3,14.0,,4.8,,,1062.7,48.0,18.0
부산청,부산항신항중앙C호등부표,2019-03-04 12:14,62.0,,,12.5,12.0,,2.8,,,1011.3,52.0,17.0
부산청,목도등대(나무섬등대),2019-03-04 12:14,80.0,,,11.9,,,3.3,,,1003.8,52.0,
부산청,오륙도등대,2019-03-04 12:14,75.0,,,11.3,,,10.7,,,1005.5,55.0,
부산청,남항동방파제등대,2019-03-04 12:18,85.0,,,13.1,,,3.9,,,1010.0,42.0,
부산청,부산항신항다목적부두,2019-03-04 12:18,,,,,,20.0,,,,,,
부산청,부산항신항소형선부두등대,2019-03-04 12:18,,,,,,20.0,,,,,,
부산청,송정리등표,2019-03-04 12:19,61.0,,,11.3,,,9.97,,,1009.9,54.0,
부산청,남형제도등표,2019-03-04 12:19,284.0,,,11.8,,,2.1,,,1009.0,50.0,
부산청,오륙도등대,2019-03-04 12:23,75.0,,,11.3,,,10.7,,,1005.5,52.0,
부산청,감천항유도등부표(랜비),2019-03-04 12:23,210.0,,,11.2,14.0,,5.29,,,1062.7,49.0,18.0
부산청,부산항신항중앙C호등부표,2019-03-04 12:23,65.0,,,13.3,12.0,,2.5,,,1011.2,51.0,16.0
부산청,목도등대(나무섬등대),2019-03-04 12:23,83.0,,,12.1,,,3.3,,,1003.8,53.0,
부산청,가덕도등대,2019-03-04 12:23,238.0,,,9.7,,,4.5,,,1000.9,46.0,
부산청,부산항유도등부표(랜비),2019-03-04 12:23,108.0,,,10.9,15.1,,7.92,,,1011.0,55.0,17.0
부산청,부산항신항소형선부두등대,2019-03-04 12:24,,,,,,17.0,,,,,,
부산청,부산항신항다목적부두,2019-03-04 12:24,,,,,,20.0,,,,,,
부산청,남항동방파제등대,2019-03-04 12:24,111.0,,,11.4,,,3.5,,,1009.9,50.0,
부산청,송정리등표,2019-03-04 12:28,56.0,,,11.3,,,9.97,,,1009.9,53.0,
부산청,남형제도등표,2019-03-04 12:28,274.0,,,11.8,,,0.82,,,1009.0,49.0,
