지방청,표지,일시,풍향,유향,파향,기온,수온,시정,풍속,유속,파고,기압,습도,염분
부산청,송정리등표,2019-03-07 14:57,53.0,,,8.9,,,8.02,,,1015.8,46.0,
부산청,감천항유도등부표(랜비),2019-03-07 14:57,216.0,,,10.1,14.7,,6.22,,,1016.4,49.0,18.0
부산청,부산항유도등부표(랜비),2019-03-07 14:57,131.0,,,9.7,13.5,,7.81,,,965.6,49.0,16.0
부산청,부산항신항소형선부두등대,2019-03-07 14:57,,,,,,20.0,,,,,,
부산청,부산항신항다목적부두,2019-03-07 14:58,,,,,,18.5,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-07 14:58,338.0,,,10.8,11.2,,1.2,,,1016.7,46.0,17.0
부산청,오륙도등대,2019-03-07 14:59,73.0,,,10.0,,,12.0,,,1010.7,47.0,
부산청,가덕도등대,2019-03-07 14:59,48.0,,,9.8,,,2.5,,,1006.2,42.0,
부산청,감천항유도등부표(랜비),2019-03-07 15:00,213.0,,,10.0,14.7,,4.4,,,1016.5,49.0,18.0
부산청,부산항신항중앙C호등부표,2019-03-07 15:01,290.0,,,11.5,11.2,,2.1,,,1016.7,51.0,17.0
부산청,부산항신항다목적부두,2019-03-07 15:01,,,,,,18.0,,,,,,
부산청,부산항신항소형선부두등대,2019-03-07 15:02,,,,,,13.3,,,,,,
부산청,오륙도등대,2019-03-07 15:02,70.0,,,9.8,,,11.8,,,1010.8,54.0,
부산청,가덕도등대,2019-03-07 15:02,59.0,,,9.2,,,2.1,,,1006.3,41.0,
부산청,부산항유도등부표(랜비),2019-03-07 15:03,124.0,,,9.3,13.5,,9.41,,,965.6,52.0,16.0
부산청,남항동방파제등대,2019-03-07 15:03,82.0,,,10.7,,,1.1,,,1015.5,43.0,
부산청,송정리등표,2019-03-07 15:03,48.0,,,9.6,,,8.07,,,1015.9,44.0,
부산청,감천항유도등부표(랜비),2019-03-07 15:03,226.0,,,10.1,14.6,,5.91,,,1016.5,47.0,18.0
부산청,부산항신항다목적부두,2019-03-07 15:04,,,,,,17.6,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-07 15:04,318.0,,,10.7,11.1,,3.2,,,1016.6,49.0,17.0
부산청,오륙도등대,2019-03-07 15:05,70.0,,,9.6,,,11.8,,,1010.8,52.0,
부산청,가덕도등대,2019-03-07 15:05,51.0,,,9.2,,,2.0,,,1006.3,42.0,
부산청,남항동방파제등대,2019-03-07 15:06,149.0,,,10.9,,,1.2,,,1015.4,45.0,
부산청,송정리등표,2019-03-07 15:06,51.0,,,9.8,,,7.09,,,1015.9,44.0,
부산청,부산항신항소형선부두등대,2019-03-07 15:06,,,,,,8.1,,,,,,
부산청,감천항유도등부표(랜비),2019-03-07 15:06,228.0,,,10.1,14.6,,4.2,,,1016.5,47.0,18.0
부산청,부산항유도등부표(랜비),2019-03-07 15:06,129.0,,,8.5,13.5,,8.58,,,965.6,56.0,16.0
부산청,부산항신항다목적부두,2019-03-07 15:07,,,,,,12.4,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-07 15:07,310.0,,,11.6,11.1,,2.7,,,1016.7,49.0,17.0
부산청,가덕도등대,2019-03-07 15:08,40.0,,,9.9,,,1.5,,,1006.3,43.0,
부산청,오륙도등대,2019-03-07 15:08,70.0,,,9.6,,,10.6,,,1011.1,52.0,
부산청,남항동방파제등대,2019-03-07 15:09,96.0,,,11.1,,,1.8,,,1015.4,48.0,
부산청,부산항유도등부표(랜비),2019-03-07 15:09,128.0,,,8.9,13.5,,8.89,,,1016.4,55.0,16.0
부산청,송정리등표,2019-03-07 15:09,46.0,,,9.8,,,7.81,,,1015.9,47.0,
부산청,부산항신항소형선부두등대,2019-03-07 15:09,,,,,,20.0,,,,,,
부산청,감천항유도등부표(랜비),2019-03-07 15:09,218.0,,,10.1,14.6,,5.71,,,1016.4,47.0,18.0
부산청,부산항신항다목적부두,2019-03-07 15:10,,,,,,17.2,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-07 15:10,283.0,,,10.8,11.1,,3.7,,,1016.7,49.0,17.0
부산청,오륙도등대,2019-03-07 15:11,69.0,,,9.7,,,9.51,,,1011.1,51.0,
부산청,가덕도등대,2019-03-07 15:11,41.0,,,9.9,,,2.4,,,1006.4,43.0,
부산청,남항동방파제등대,2019-03-07 15:12,107.0,,,10.9,,,1.6,,,1015.5,43.0,
부산청,송정리등표,2019-03-07 15:12,48.0,,,9.6,,,7.81,,,1015.9,46.0,
부산청,부산항신항소형선부두등대,2019-03-07 15:12,,,,,,10.7,,,,,,
부산청,감천항유도등부표(랜비),2019-03-07 15:12,231.0,,,9.7,14.7,,4.8,,,1016.5,46.0,18.0
부산청,부산항유도등부표(랜비),2019-03-07 15:12,133.0,,,9.5,13.5,,8.58,,,1016.5,57.0,16.0
부산청,부산항신항중앙C호등부표,2019-03-07 15:13,272.0,,,11.7,11.1,,3.6,,,1016.7,50.0,17.0
부산청,부산항신항다목적부두,2019-03-07 15:13,,,,,,18.9,,,,,,
부산청,가덕도등대,2019-03-07 15:14,42.0,,,9.2,,,2.2,,,1006.3,41.0,
부산청,오륙도등대,2019-03-07 15:14,65.0,,,9.6,,,9.77,,,1011.2,49.0,
부산청,감천항유도등부표(랜비),2019-03-07 15:15,217.0,,,9.8,14.6,,4.5,,,1016.5,46.0,18.0
부산청,부산항신항다목적부두,2019-03-07 15:16,,,,,,18.1,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-07 15:16,302.0,,,11.6,11.1,,2.9,,,1016.7,49.0,16.0
부산청,오륙도등대,2019-03-07 15:17,72.0,,,9.6,,,8.79,,,1011.2,48.0,
부산청,가덕도등대,2019-03-07 15:17,47.0,,,9.2,,,1.8,,,1006.4,41.0,
부산청,남항동방파제등대,2019-03-07 15:18,48.0,,,11.0,,,1.7,,,1015.5,43.0,
부산청,송정리등표,2019-03-07 15:18,38.0,,,9.7,,,7.71,,,1015.9,47.0,
부산청,부산항신항소형선부두등대,2019-03-07 15:18,,,,,,10.4,,,,,,
부산청,감천항유도등부표(랜비),2019-03-07 15:18,211.0,,,9.9,14.7,,4.2,,,1016.5,46.0,18.0
부산청,부산항유도등부표(랜비),2019-03-07 15:18,116.0,,,9.5,13.6,,8.48,,,1016.5,50.0,16.0
부산청,부산항신항다목적부두,2019-03-07 15:19,,,,,,10.2,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-07 15:19,265.0,,,11.7,11.1,,3.2,,,1016.7,52.0,17.0
부산청,오륙도등대,2019-03-07 15:20,69.0,,,9.8,,,9.41,,,1011.1,51.0,
부산청,가덕도등대,2019-03-07 15:20,69.0,,,10.0,,,1.3,,,1006.4,41.0,
부산청,감천항유도등부표(랜비),2019-03-07 15:21,206.0,,,10.3,14.7,,4.3,,,1016.6,46.0,18.0
부산청,부산항유도등부표(랜비),2019-03-07 15:21,119.0,,,8.5,13.6,,8.38,,,965.6,49.0,16.0
부산청,송정리등표,2019-03-07 15:21,49.0,,,9.1,,,7.81,,,1015.8,48.0,
부산청,부산항신항소형선부두등대,2019-03-07 15:21,,,,,,12.6,,,,,,
부산청,남항동방파제등대,2019-03-07 15:21,7.0,,,11.2,,,1.7,,,1015.5,42.0,
부산청,부산항신항중앙C호등부표,2019-03-07 15:22,246.0,,,10.8,11.1,,2.9,,,1016.7,44.0,16.0
부산청,부산항신항다목적부두,2019-03-07 15:22,,,,,,12.6,,,,,,
부산청,오륙도등대,2019-03-07 15:23,63.0,,,9.8,,,8.79,,,1011.2,48.0,
부산청,가덕도등대,2019-03-07 15:23,89.0,,,9.4,,,2.0,,,1006.4,41.0,
부산청,감천항유도등부표(랜비),2019-03-07 15:24,237.0,,,10.0,14.6,,4.2,,,1016.6,44.0,18.0
부산청,부산항유도등부표(랜비),2019-03-07 15:24,122.0,,,9.4,13.7,,8.58,,,965.6,49.0,16.0
부산청,송정리등표,2019-03-07 15:24,49.0,,,9.0,,,8.07,,,1015.8,48.0,
부산청,남항동방파제등대,2019-03-07 15:24,12.0,,,11.0,,,3.1,,,1015.5,41.0,
부산청,부산항신항소형선부두등대,2019-03-07 15:24,,,,,,10.7,,,,,,
부산청,부산항신항다목적부두,2019-03-07 15:25,,,,,,14.4,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-07 15:25,235.0,,,11.7,11.1,,3.2,,,1016.7,47.0,16.0
부산청,오륙도등대,2019-03-07 15:26,67.0,,,9.7,,,9.61,,,1011.2,47.0,
부산청,가덕도등대,2019-03-07 15:26,79.0,,,9.7,,,2.0,,,1006.4,41.0,
부산청,부산항유도등부표(랜비),2019-03-07 15:27,122.0,,,9.5,13.6,,8.48,,,965.7,52.0,16.0
부산청,남항동방파제등대,2019-03-07 15:27,351.0,,,10.7,,,3.0,,,1015.5,41.0,
부산청,송정리등표,2019-03-07 15:27,49.0,,,9.7,,,6.78,,,1015.8,47.0,
부산청,부산항신항소형선부두등대,2019-03-07 15:27,,,,,,11.5,,,,,,
부산청,감천항유도등부표(랜비),2019-03-07 15:27,209.0,,,10.3,14.6,,6.58,,,1016.6,49.0,18.0
부산청,부산항신항다목적부두,2019-03-07 15:28,,,,,,13.3,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-07 15:28,249.0,,,11.6,11.1,,3.1,,,1016.7,50.0,16.0
부산청,오륙도등대,2019-03-07 15:29,60.0,,,9.7,,,9.3,,,1011.3,46.0,
부산청,가덕도등대,2019-03-07 15:29,84.0,,,10.2,,,2.9,,,1006.4,42.0,
부산청,감천항유도등부표(랜비),2019-03-07 15:30,221.0,,,9.8,14.6,,4.4,,,1016.7,49.0,18.0
부산청,부산항신항중앙C호등부표,2019-03-07 15:31,223.0,,,11.1,11.1,,3.4,,,1016.8,51.0,16.0
부산청,부산항신항다목적부두,2019-03-07 15:31,,,,,,14.4,,,,,,
부산청,오륙도등대,2019-03-07 15:32,65.0,,,9.7,,,9.3,,,1011.2,47.0,
부산청,가덕도등대,2019-03-07 15:32,88.0,,,10.3,,,3.3,,,1006.3,41.0,
부산청,남항동방파제등대,2019-03-07 15:33,16.0,,,11.1,,,1.5,,,1015.5,43.0,
부산청,송정리등표,2019-03-07 15:33,51.0,,,9.4,,,6.99,,,1015.9,46.0,
부산청,부산항신항소형선부두등대,2019-03-07 15:33,,,,,,15.9,,,,,,
부산청,감천항유도등부표(랜비),2019-03-07 15:33,237.0,,,10.1,14.6,,5.29,,,1016.6,48.0,18.0
부산청,부산항유도등부표(랜비),2019-03-07 15:33,127.0,,,9.6,13.6,,8.38,,,1016.5,49.0,16.0
부산청,부산항신항다목적부두,2019-03-07 15:34,,,,,,16.9,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-07 15:34,222.0,,,11.7,11.1,,2.7,,,1016.8,47.0,16.0
부산청,오륙도등대,2019-03-07 15:35,69.0,,,9.7,,,9.0,,,1011.3,45.0,
부산청,가덕도등대,2019-03-07 15:35,90.0,,,10.4,,,2.0,,,1006.3,42.0,
부산청,감천항유도등부표(랜비),2019-03-07 15:36,213.0,,,10.2,14.6,,5.6,,,1016.5,50.0,18.0
부산청,부산항유도등부표(랜비),2019-03-07 15:36,116.0,,,8.4,13.6,,8.02,,,1016.5,48.0,16.0
부산청,송정리등표,2019-03-07 15:36,57.0,,,9.8,,,6.89,,,1015.8,50.0,
부산청,부산항신항소형선부두등대,2019-03-07 15:36,,,,,,11.7,,,,,,
부산청,남항동방파제등대,2019-03-07 15:36,22.0,,,11.2,,,2.4,,,1015.5,41.0,
부산청,부산항신항다목적부두,2019-03-07 15:37,,,,,,19.3,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-07 15:37,164.0,,,11.4,11.1,,3.7,,,1016.7,51.0,16.0
부산청,오륙도등대,2019-03-07 15:38,69.0,,,9.7,,,8.58,,,1011.3,48.0,
부산청,가덕도등대,2019-03-07 15:38,77.0,,,9.8,,,4.1,,,1006.3,43.0,
부산청,감천항유도등부표(랜비),2019-03-07 15:39,209.0,,,9.8,14.6,,5.6,,,1016.5,48.0,18.0
부산청,부산항유도등부표(랜비),2019-03-07 15:39,124.0,,,9.3,13.6,,7.3,,,1016.5,49.0,16.0
부산청,송정리등표,2019-03-07 15:39,52.0,,,9.0,,,6.58,,,1015.9,46.0,
부산청,남항동방파제등대,2019-03-07 15:39,106.0,,,11.1,,,0.51,,,1015.6,41.0,
부산청,부산항신항소형선부두등대,2019-03-07 15:39,,,,,,10.2,,,,,,
부산청,부산항신항다목적부두,2019-03-07 15:40,,,,,,12.0,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-07 15:40,287.0,,,11.2,11.1,,2.9,,,1016.8,49.0,16.0
부산청,오륙도등대,2019-03-07 15:41,71.0,,,9.7,,,8.89,,,1011.3,45.0,
부산청,가덕도등대,2019-03-07 15:41,83.0,,,10.0,,,6.58,,,1006.3,49.0,
부산청,부산항유도등부표(랜비),2019-03-07 15:42,126.0,,,8.5,13.6,,7.5,,,1016.6,47.0,16.0
부산청,남항동방파제등대,2019-03-07 15:42,296.0,,,11.4,,,1.8,,,1015.6,43.0,
부산청,송정리등표,2019-03-07 15:42,52.0,,,9.1,,,6.48,,,1016.0,45.0,
부산청,부산항신항소형선부두등대,2019-03-07 15:42,,,,,,13.9,,,,,,
부산청,감천항유도등부표(랜비),2019-03-07 15:42,220.0,,,10.1,14.6,,4.5,,,1016.6,48.0,18.0
부산청,부산항신항다목적부두,2019-03-07 15:43,,,,,,16.1,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-07 15:43,70.0,,,10.7,11.1,,1.9,,,1016.8,48.0,16.0
부산청,오륙도등대,2019-03-07 15:44,72.0,,,9.8,,,9.0,,,1011.3,48.0,
부산청,가덕도등대,2019-03-07 15:44,92.0,,,9.0,,,6.01,,,1006.2,50.0,
부산청,감천항유도등부표(랜비),2019-03-07 15:45,213.0,,,9.6,14.6,,5.81,,,1016.7,47.0,18.0
부산청,부산항신항다목적부두,2019-03-07 15:46,,,,,,13.0,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-07 15:46,108.0,,,11.1,11.1,,3.0,,,1016.8,45.0,16.0
부산청,오륙도등대,2019-03-07 15:47,73.0,,,9.7,,,8.38,,,1011.2,46.0,
부산청,가덕도등대,2019-03-07 15:47,81.0,,,9.0,,,6.68,,,1006.3,48.0,
부산청,부산항유도등부표(랜비),2019-03-07 15:48,140.0,,,9.4,13.6,,8.38,,,1016.6,49.0,16.0
부산청,감천항유도등부표(랜비),2019-03-07 15:48,233.0,,,9.6,14.6,,4.6,,,965.9,47.0,18.0
부산청,송정리등표,2019-03-07 15:48,54.0,,,10.0,,,6.01,,,1016.0,47.0,
부산청,남항동방파제등대,2019-03-07 15:48,359.0,,,11.1,,,2.3,,,1015.6,43.0,
부산청,부산항신항소형선부두등대,2019-03-07 15:48,,,,,,9.4,,,,,,
부산청,부산항신항다목적부두,2019-03-07 15:49,,,,,,20.0,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-07 15:49,124.0,,,11.3,11.1,,3.4,,,1016.8,47.0,16.0
부산청,오륙도등대,2019-03-07 15:50,71.0,,,9.8,,,8.28,,,1011.4,48.0,
부산청,가덕도등대,2019-03-07 15:50,87.0,,,9.6,,,6.27,,,1006.4,49.0,
부산청,부산항유도등부표(랜비),2019-03-07 15:51,128.0,,,9.5,13.6,,7.4,,,1016.6,50.0,16.0
부산청,감천항유도등부표(랜비),2019-03-07 15:51,213.0,,,10.2,14.6,,5.0,,,1016.6,48.0,18.0
부산청,부산항신항소형선부두등대,2019-03-07 15:51,,,,,,11.9,,,,,,
부산청,남항동방파제등대,2019-03-07 15:51,12.0,,,11.1,,,2.3,,,1015.6,41.0,
부산청,송정리등표,2019-03-07 15:51,61.0,,,9.9,,,5.71,,,1016.0,48.0,
부산청,부산항신항다목적부두,2019-03-07 15:52,,,,,,17.8,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-07 15:52,138.0,,,11.8,11.1,,2.4,,,1016.9,45.0,16.0
부산청,오륙도등대,2019-03-07 15:53,73.0,,,9.8,,,8.69,,,1011.3,49.0,
부산청,가덕도등대,2019-03-07 15:53,74.0,,,9.7,,,4.8,,,1006.4,50.0,
부산청,부산항유도등부표(랜비),2019-03-07 15:54,134.0,,,8.6,0.0,,8.02,,,1016.6,46.0,0.0
부산청,감천항유도등부표(랜비),2019-03-07 15:54,217.0,,,9.7,14.6,,5.71,,,1016.7,47.0,18.0
부산청,송정리등표,2019-03-07 15:54,51.0,,,10.0,,,6.99,,,1016.0,47.0,
부산청,남항동방파제등대,2019-03-07 15:54,5.0,,,10.9,,,3.3,,,1015.6,42.0,
부산청,부산항신항소형선부두등대,2019-03-07 15:54,,,,,,10.7,,,,,,
부산청,부산항신항다목적부두,2019-03-07 15:55,,,,,,18.0,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-07 15:55,147.0,,,11.7,11.1,,3.9,,,1016.9,47.0,16.0
부산청,오륙도등대,2019-03-07 15:56,,,,,,,,,,,,
부산청,가덕도등대,2019-03-07 15:56,,,,,,,,,,,,
부산청,부산항유도등부표(랜비),2019-03-07 15:57,121.0,,,9.5,13.6,,8.07,,,1016.7,47.0,17.0
부산청,감천항유도등부표(랜비),2019-03-07 15:57,228.0,,,9.6,14.6,,4.1,,,1016.7,47.0,18.0
부산청,송정리등표,2019-03-07 15:57,63.0,,,10.0,,,6.12,,,1016.0,48.0,
부산청,남항동방파제등대,2019-03-07 15:57,7.0,,,11.1,,,2.9,,,1015.6,41.0,
부산청,부산항신항소형선부두등대,2019-03-07 15:57,,,,,,20.0,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-07 15:58,189.0,,,11.3,11.1,,4.5,,,1016.9,54.0,16.0
부산청,부산항신항다목적부두,2019-03-07 15:58,,,,,,16.3,,,,,,
부산청,오륙도등대,2019-03-07 15:59,75.0,,,9.8,,,8.58,,,1011.4,48.0,
부산청,가덕도등대,2019-03-07 15:59,78.0,,,9.1,,,3.9,,,1006.4,50.0,
부산청,감천항유도등부표(랜비),2019-03-07 16:00,214.0,,,9.8,14.6,,4.3,,,1016.7,46.0,18.0
부산청,부산항신항다목적부두,2019-03-07 16:01,,,,,,17.2,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-07 16:01,198.0,,,10.7,11.1,,4.8,,,1016.9,55.0,16.0
부산청,오륙도등대,2019-03-07 16:02,79.0,,,9.8,,,8.07,,,1011.5,47.0,
부산청,가덕도등대,2019-03-07 16:02,68.0,,,9.8,,,2.5,,,1006.4,49.0,
부산청,남항동방파제등대,2019-03-07 16:03,37.0,,,10.9,,,1.6,,,1015.7,47.0,
부산청,송정리등표,2019-03-07 16:03,51.0,,,9.9,,,7.09,,,1016.1,47.0,
부산청,부산항신항소형선부두등대,2019-03-07 16:03,,,,,,16.3,,,,,,
부산청,감천항유도등부표(랜비),2019-03-07 16:03,205.0,,,10.1,14.6,,5.0,,,1016.7,47.0,18.0
부산청,부산항신항다목적부두,2019-03-07 16:04,,,,,,12.6,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-07 16:04,208.0,,,10.3,11.1,,4.5,,,1016.9,54.0,16.0
부산청,부산항유도등부표(랜비),2019-03-07 16:04,137.0,,,9.6,13.4,,8.17,,,1016.7,48.0,16.0
부산청,가덕도등대,2019-03-07 16:05,78.0,,,9.8,,,6.12,,,1006.4,48.0,
부산청,오륙도등대,2019-03-07 16:05,75.0,,,9.8,,,8.48,,,1011.4,47.0,
부산청,감천항유도등부표(랜비),2019-03-07 16:06,211.0,,,9.6,14.6,,5.71,,,1016.7,45.0,18.0
부산청,남항동방파제등대,2019-03-07 16:06,44.0,,,10.9,,,3.2,,,1015.7,46.0,
부산청,송정리등표,2019-03-07 16:06,68.0,,,10.0,,,6.27,,,1016.1,51.0,
부산청,부산항신항소형선부두등대,2019-03-07 16:06,,,,,,13.1,,,,,,
부산청,부산항신항다목적부두,2019-03-07 16:07,,,,,,13.1,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-07 16:07,168.0,,,11.0,11.1,,5.6,,,1016.9,57.0,16.0
부산청,부산항유도등부표(랜비),2019-03-07 16:07,152.0,,,8.7,13.4,,,,,1016.8,49.0,16.0
부산청,오륙도등대,2019-03-07 16:08,81.0,,,9.8,,,9.0,,,1011.3,48.0,
부산청,가덕도등대,2019-03-07 16:08,84.0,,,9.0,,,6.48,,,1006.5,46.0,
부산청,남항동방파제등대,2019-03-07 16:09,79.0,,,10.8,,,3.3,,,1015.7,46.0,
부산청,송정리등표,2019-03-07 16:09,62.0,,,9.3,,,5.71,,,1016.2,50.0,
부산청,부산항신항소형선부두등대,2019-03-07 16:09,,,,,,12.2,,,,,,
부산청,감천항유도등부표(랜비),2019-03-07 16:09,219.0,,,10.1,14.6,,4.3,,,1016.8,47.0,18.0
부산청,부산항유도등부표(랜비),2019-03-07 16:10,150.0,,,9.4,13.4,,7.3,,,1016.8,50.0,16.0
부산청,부산항신항다목적부두,2019-03-07 16:10,,,,,,20.0,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-07 16:10,168.0,,,10.1,11.1,,6.22,,,1016.9,57.0,16.0
부산청,오륙도등대,2019-03-07 16:11,79.0,,,9.9,,,7.4,,,1011.6,47.0,
부산청,가덕도등대,2019-03-07 16:11,77.0,,,9.7,,,3.9,,,1006.5,46.0,
부산청,감천항유도등부표(랜비),2019-03-07 16:12,222.0,,,10.1,14.6,,4.8,,,1016.8,47.0,18.0
부산청,남항동방파제등대,2019-03-07 16:12,35.0,,,10.8,,,1.7,,,1015.7,47.0,
부산청,송정리등표,2019-03-07 16:12,54.0,,,9.3,,,6.27,,,1016.1,49.0,
부산청,부산항신항소형선부두등대,2019-03-07 16:12,,,,,,19.4,,,,,,
부산청,부산항신항다목적부두,2019-03-07 16:13,,,,,,18.9,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-07 16:13,203.0,,,10.1,11.1,,6.22,,,1016.9,57.0,16.0
부산청,부산항유도등부표(랜비),2019-03-07 16:13,164.0,,,9.6,13.4,,7.71,,,1016.9,49.0,16.0
부산청,오륙도등대,2019-03-07 16:14,77.0,,,9.9,,,7.61,,,1011.5,48.0,
부산청,가덕도등대,2019-03-07 16:14,75.0,,,9.8,,,4.9,,,1006.5,46.0,
부산청,감천항유도등부표(랜비),2019-03-07 16:15,232.0,,,9.7,14.6,,3.8,,,1016.8,46.0,18.0
부산청,부산항신항다목적부두,2019-03-07 16:16,,,,,,11.9,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-07 16:16,205.0,,,10.9,11.1,,5.81,,,1016.9,55.0,16.0
부산청,부산항유도등부표(랜비),2019-03-07 16:16,165.0,,,9.8,13.4,,7.92,,,1016.9,47.0,16.0
부산청,오륙도등대,2019-03-07 16:17,77.0,,,9.9,,,8.07,,,1011.5,47.0,
부산청,가덕도등대,2019-03-07 16:17,82.0,,,9.8,,,5.4,,,1006.5,46.0,
부산청,감천항유도등부표(랜비),2019-03-07 16:18,224.0,,,10.1,14.6,,5.0,,,1016.9,46.0,18.0
부산청,부산항신항소형선부두등대,2019-03-07 16:18,,,,,,13.5,,,,,,
부산청,남항동방파제등대,2019-03-07 16:18,103.0,,,10.0,,,1.6,,,1015.7,46.0,
부산청,송정리등표,2019-03-07 16:18,75.0,,,9.0,,,6.99,,,1015.9,52.0,
부산청,부산항신항다목적부두,2019-03-07 16:19,,,,,,17.6,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-07 16:19,235.0,,,10.1,11.1,,5.5,,,1016.9,56.0,16.0
부산청,부산항유도등부표(랜비),2019-03-07 16:19,171.0,,,9.8,13.4,,,,,966.0,50.0,16.0
부산청,오륙도등대,2019-03-07 16:20,77.0,,,10.0,,,8.48,,,1011.5,48.0,
부산청,가덕도등대,2019-03-07 16:20,84.0,,,9.9,,,5.6,,,1006.5,47.0,
부산청,감천항유도등부표(랜비),2019-03-07 16:21,233.0,,,10.1,14.6,,4.4,,,1016.8,46.0,18.0
부산청,부산항신항소형선부두등대,2019-03-07 16:21,,,,,,19.6,,,,,,
부산청,남항동방파제등대,2019-03-07 16:21,86.0,,,10.0,,,1.9,,,1015.7,45.0,
부산청,송정리등표,2019-03-07 16:21,66.0,,,9.0,,,6.22,,,1016.0,51.0,
부산청,부산항신항다목적부두,2019-03-07 16:22,,,,,,17.4,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-07 16:22,220.0,,,10.9,11.2,,5.71,,,1016.9,58.0,16.0
부산청,부산항유도등부표(랜비),2019-03-07 16:22,161.0,,,9.7,13.4,,,,,966.1,49.0,16.0
부산청,오륙도등대,2019-03-07 16:23,80.0,,,9.9,,,8.07,,,1011.5,47.0,
부산청,가덕도등대,2019-03-07 16:23,95.0,,,9.9,,,5.1,,,1006.6,46.0,
부산청,감천항유도등부표(랜비),2019-03-07 16:24,222.0,,,10.2,14.6,,4.5,,,1016.9,47.0,18.0
부산청,송정리등표,2019-03-07 16:24,69.0,,,9.4,,,6.78,,,1016.0,52.0,
부산청,남항동방파제등대,2019-03-07 16:24,114.0,,,11.1,,,2.5,,,1015.7,48.0,
부산청,부산항신항소형선부두등대,2019-03-07 16:24,,,,,,20.0,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-07 16:25,222.0,,,10.9,11.1,,5.71,,,1016.9,58.0,16.0
부산청,부산항신항다목적부두,2019-03-07 16:25,,,,,,17.4,,,,,,
부산청,부산항유도등부표(랜비),2019-03-07 16:25,164.0,,,8.8,13.4,,7.3,,,1016.9,49.0,16.0
부산청,오륙도등대,2019-03-07 16:26,77.0,,,9.9,,,8.58,,,1011.5,47.0,
부산청,가덕도등대,2019-03-07 16:26,87.0,,,9.6,,,7.09,,,1006.3,51.0,
부산청,남항동방파제등대,2019-03-07 16:27,135.0,,,10.8,,,2.6,,,1015.7,46.0,
부산청,송정리등표,2019-03-07 16:27,78.0,,,9.6,,,6.89,,,1016.0,52.0,
부산청,부산항신항소형선부두등대,2019-03-07 16:27,,,,,,15.0,,,,,,
부산청,감천항유도등부표(랜비),2019-03-07 16:27,237.0,,,10.1,14.6,,4.5,,,1016.9,48.0,18.0
부산청,부산항신항다목적부두,2019-03-07 16:28,,,,,,20.0,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-07 16:28,211.0,,,10.9,11.1,,5.6,,,1016.9,56.0,17.0
부산청,부산항유도등부표(랜비),2019-03-07 16:28,167.0,,,8.7,13.4,,,,,1016.9,54.0,16.0
부산청,오륙도등대,2019-03-07 16:29,80.0,,,9.9,,,9.0,,,1011.4,54.0,
부산청,가덕도등대,2019-03-07 16:29,84.0,,,9.6,,,7.09,,,1006.5,51.0,
부산청,감천항유도등부표(랜비),2019-03-07 16:30,226.0,,,10.2,14.6,,4.5,,,1016.9,47.0,18.0
부산청,부산항유도등부표(랜비),2019-03-07 16:31,172.0,,,9.6,13.3,,9.0,,,1016.7,57.0,16.0
부산청,남형제도등표,2019-03-07 16:31,313.0,,,10.1,,,5.71,,,1014.7,57.0,
부산청,부산항신항다목적부두,2019-03-07 16:31,,,,,,19.6,,,,,,
부산청,부산항신항중앙C호등부표,2019-03-07 16:31,211.0,,,10.1,11.1,,5.29,,,1016.9,57.0,16.0
부산청,오륙도등대,2019-03-07 16:32,79.0,,,9.8,,,9.0,,,1011.3,56.0,
부산청,가덕도등대,2019-03-07 16:32,83.0,,,9.5,,,6.12,,,1006.5,54.0,
부산청,남항동방파제등대,2019-03-07 16:33,130.0,,,10.1,,,2.9,,,1015.7,47.0,
부산청,송정리등표,2019-03-07 16:33,80.0,,,9.6,,,6.68,,,1016.1,52.0,
부산청,부산항신항소형선부두등대,2019-03-07 16:33,,,,,,13.3,,,,,,
부산청,감천항유도등부표(랜비),2019-03-07 16:33,221.0,,,10.2,14.6,,4.3,,,966.1,46.0,18.0
