발생일자,시설명,시설관리번호,압력,단위,자료 수집 TAG 설명,TAGSN,변경일자
2020020607,일산정수장,4128112315,3500,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020607,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020606,일산정수장,4128112315,1400,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020606,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020606,일산정수장,4128112315,4880,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020606,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020605,일산정수장,4128112315,1440,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020605,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020605,일산정수장,4128112315,5040,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020605,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020604,일산정수장,4128112315,1460,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020604,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020604,일산정수장,4128112315,5040,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020604,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020603,일산정수장,4128112315,1470,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020603,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020603,일산정수장,4128112315,4830,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020603,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020602,일산정수장,4128112315,1450,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020602,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020602,일산정수장,4128112315,4370,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020602,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020601,일산정수장,4128112315,1400,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020601,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020601,일산정수장,4128112315,4530,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020601,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020524,일산정수장,4128112315,1340,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020524,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020524,일산정수장,4128112315,4680,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020524,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020523,일산정수장,4128112315,1110,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020523,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020523,일산정수장,4128112315,3970,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020523,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020522,일산정수장,4128112315,1160,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020522,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020522,일산정수장,4128112315,3790,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020522,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020521,일산정수장,4128112315,1100,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020521,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020521,일산정수장,4128112315,3840,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020521,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020520,일산정수장,4128112315,1000,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020520,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020520,일산정수장,4128112315,4080,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020520,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020519,일산정수장,4128112315,1000,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020519,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020519,일산정수장,4128112315,4050,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020519,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020518,일산정수장,4128112315,1060,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020518,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020518,일산정수장,4128112315,3780,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020518,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020517,일산정수장,4128112315,1150,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020517,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020517,일산정수장,4128112315,4420,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020517,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020516,일산정수장,4128112315,1160,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020516,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020516,일산정수장,4128112315,4410,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020516,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020515,일산정수장,4128112315,1150,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020515,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020515,일산정수장,4128112315,4410,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020515,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020514,일산정수장,4128112315,830,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020514,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020514,일산정수장,4128112315,5370,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020514,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020513,일산정수장,4128112315,1140,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020513,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020513,일산정수장,4128112315,5390,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020513,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020512,일산정수장,4128112315,1120,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020512,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020512,일산정수장,4128112315,3810,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020512,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020511,일산정수장,4128112315,1460,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020511,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020511,일산정수장,4128112315,3480,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020511,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020510,일산정수장,4128112315,970,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020510,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020510,일산정수장,4128112315,5120,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020510,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020509,일산정수장,4128112315,920,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020509,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020509,일산정수장,4128112315,5200,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020509,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020508,일산정수장,4128112315,1120,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020508,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020508,일산정수장,4128112315,5120,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020508,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020507,일산정수장,4128112315,1580,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020507,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020507,일산정수장,4128112315,4030,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020507,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020506,일산정수장,4128112315,830,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020506,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020506,일산정수장,4128112315,4080,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020506,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020505,일산정수장,4128112315,1380,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020505,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020505,일산정수장,4128112315,3750,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020505,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020504,일산정수장,4128112315,1720,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020504,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020504,일산정수장,4128112315,3330,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020504,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020503,일산정수장,4128112315,1760,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020503,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020503,일산정수장,4128112315,3280,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020503,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020502,일산정수장,4128112315,1520,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020502,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020502,일산정수장,4128112315,4410,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020502,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020501,일산정수장,4128112315,1580,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020501,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020501,일산정수장,4128112315,4980,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020501,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020424,일산정수장,4128112315,1410,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020424,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020424,일산정수장,4128112315,4930,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020424,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020423,일산정수장,4128112315,1020,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020423,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020423,일산정수장,4128112315,3920,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020423,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020422,일산정수장,4128112315,1320,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020422,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020422,일산정수장,4128112315,4550,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020422,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020421,일산정수장,4128112315,1470,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020421,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020421,일산정수장,4128112315,4270,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020421,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020420,일산정수장,4128112315,1490,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020420,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020420,일산정수장,4128112315,3520,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020420,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020419,일산정수장,4128112315,1570,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020419,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020419,일산정수장,4128112315,3370,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020419,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020418,일산정수장,4128112315,1570,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020418,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020418,일산정수장,4128112315,3310,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020418,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020417,일산정수장,4128112315,1540,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020417,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020417,일산정수장,4128112315,3320,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020417,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020416,일산정수장,4128112315,1440,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020416,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020416,일산정수장,4128112315,3470,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020416,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020415,일산정수장,4128112315,1610,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020415,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020415,일산정수장,4128112315,3960,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020415,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020414,일산정수장,4128112315,1720,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020414,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020414,일산정수장,4128112315,3980,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020414,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020413,일산정수장,4128112315,1700,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020413,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020413,일산정수장,4128112315,3870,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020413,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020412,일산정수장,4128112315,1530,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020412,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020412,일산정수장,4128112315,3270,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020412,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020411,일산정수장,4128112315,1460,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020411,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020411,일산정수장,4128112315,3370,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020411,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020410,일산정수장,4128112315,890,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020410,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020410,일산정수장,4128112315,4710,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020410,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020409,일산정수장,4128112315,910,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020409,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020409,일산정수장,4128112315,4380,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020409,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020408,일산정수장,4128112315,820,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020408,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020408,일산정수장,4128112315,4220,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020408,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020407,일산정수장,4128112315,790,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020407,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020407,일산정수장,4128112315,4670,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020407,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020406,일산정수장,4128112315,780,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020406,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020406,일산정수장,4128112315,4720,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020406,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020405,일산정수장,4128112315,1350,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020405,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020405,일산정수장,4128112315,4930,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020405,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020404,일산정수장,4128112315,1400,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020404,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020404,일산정수장,4128112315,4910,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020404,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020403,일산정수장,4128112315,1420,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020403,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020403,일산정수장,4128112315,4750,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020403,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020402,일산정수장,4128112315,1410,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020402,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020402,일산정수장,4128112315,4270,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020402,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020401,일산정수장,4128112315,1390,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020401,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020401,일산정수장,4128112315,4360,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020401,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020324,일산정수장,4128112315,1380,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020324,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020324,일산정수장,4128112315,4480,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020324,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020323,일산정수장,4128112315,1360,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020323,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020323,일산정수장,4128112315,3580,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020323,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020322,일산정수장,4128112315,1680,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020322,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020322,일산정수장,4128112315,4930,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020322,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020321,일산정수장,4128112315,1520,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020321,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020321,일산정수장,4128112315,4920,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020321,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020320,일산정수장,4128112315,1280,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020320,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020320,일산정수장,4128112315,3740,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020320,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020319,일산정수장,4128112315,1340,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020319,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020319,일산정수장,4128112315,3610,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020319,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020318,일산정수장,4128112315,1410,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020318,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020318,일산정수장,4128112315,3580,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020318,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020317,일산정수장,4128112315,1510,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020317,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020317,일산정수장,4128112315,4180,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020317,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020316,일산정수장,4128112315,1520,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020316,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020316,일산정수장,4128112315,4180,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020316,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020315,일산정수장,4128112315,1390,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020315,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020315,일산정수장,4128112315,4470,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020315,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020314,일산정수장,4128112315,1480,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020314,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020314,일산정수장,4128112315,4270,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020314,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020313,일산정수장,4128112315,1480,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020313,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020313,일산정수장,4128112315,4050,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020313,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020312,일산정수장,4128112315,1270,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020312,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020312,일산정수장,4128112315,3490,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020312,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020311,일산정수장,4128112315,1270,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020311,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020311,일산정수장,4128112315,3520,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020311,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020310,일산정수장,4128112315,1020,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020310,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020310,일산정수장,4128112315,4020,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020310,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020309,일산정수장,4128112315,1650,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020309,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020309,일산정수장,4128112315,4930,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020309,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
